wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
4451,4451,"PE_VT_NZVD2009_TO_BLUFF_1","NZVD2009_To_Bluff_1","VERTTRAN[""NZVD2009_To_Bluff_1"",VERTCS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""Bluff"",VDATUM[""Bluff""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.36],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NZVD2009_To_Bluff_1"",SOURCECRS[VERTCRS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""Bluff"",VDATUM[""Bluff""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],METHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.36,LENGTHUNIT[""Meter"",1.0]],OPERATIONACCURACY[0.05]]","NZVD2009 to Bluff 1955 (height) (1)","EPSG","7.1.9(10.1.0)","no","New Zealand - South Island - Bluff vcrs",-46.71,-46.26,168.01,168.86,0.05
4452,4452,"PE_VT_NZVD2009_TO_STEWART_ISLAND_1","NZVD2009_To_Stewart_Island_1","VERTTRAN[""NZVD2009_To_Stewart_Island_1"",VERTCS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""Stewart_Island"",VDATUM[""Stewart_Island""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.39],OPERATIONACCURACY[0.15]]","COORDINATEOPERATION[""NZVD2009_To_Stewart_Island_1"",SOURCECRS[VERTCRS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""Stewart_Island"",VDATUM[""Stewart_Island""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],METHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.39,LENGTHUNIT[""Meter"",1.0]],OPERATIONACCURACY[0.15]]","NZVD2009 to Stewart ISland 1977 (height) (1)","EPSG","7.1.9(10.1.0)","no","New Zealand - Stewart Island",-47.33,-46.63,167.29,168.34,0.15
4453,4453,"PE_VT_NZVD2009_TO_DUNEDIN_BLUFF_1960_1","NZVD2009_To_Dunedin_Bluff_1960_1","VERTTRAN[""NZVD2009_To_Dunedin_Bluff_1960_1"",VERTCS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""Dunedin_Bluff_1960_height"",VDATUM[""Dunedin_Bluff_1960""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.38],OPERATIONACCURACY[0.04]]","COORDINATEOPERATION[""NZVD2009_To_Dunedin_Bluff_1960_1"",SOURCECRS[VERTCRS[""NZVD2009_height"",VDATUM[""New_Zealand_Vertical_Datum_2009""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""Dunedin_Bluff_1960_height"",VDATUM[""Dunedin_Bluff_1960""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],METHOD[""Vertical_Offset""],PARAMETER[""Vertical_Offset"",0.38,LENGTHUNIT[""Meter"",1.0]],OPERATIONACCURACY[0.04]]","NZVD2009 to Dunedin-Bluff 1960 (height) (1)","EPSG","7.1.9(10.1.0)","no","New Zealand - South Island - Dunedin-Bluff vcrs",-46.73,-44.52,166.37,169.95,0.04
4651,4651,"PE_VT_NEWLYN_HT_TO_EVRF2000_HT_1","Newlyn_(height)_to_EVRF2000_(height)_(1)","VERTTRAN[""Newlyn_(height)_to_EVRF2000_(height)_(1)"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Newlyn"",VDATUM[""Ordnance_Datum_Newlyn""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.07],PARAMETER[""Longitude_Of_Evaluation"",-2.25],PARAMETER[""Latitude_Of_Evaluation"",54.58333333333334],PARAMETER[""Inclination_North"",0.044],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Newlyn_(height)_to_EVRF2000_(height)_(1)"",SOURCECRS[VERTCRS[""Newlyn"",VDATUM[""Ordnance_Datum_Newlyn""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.07,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",-2.25,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",54.58333333333334,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",0.044,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Newlyn_height_to_EVRF2000_height_(1)","EPSG","7.2(10.5.0)","no","UK - Great Britain mainland onshore",49.93,58.71,-7.06,1.8,0.1
5196,5196,"PE_VT_HVRS_1971_HT_TO_EVRS_2000_HT_1","HVRS_1971_Height_To_EVRS_2000_Height_1","VERTTRAN[""HVRS_1971_Height_To_EVRS_2000_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""HVRS_1971"",VDATUM[""Croatian_Vertical_Reference_System_1971""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-0.343],PARAMETER[""Longitude_Of_Evaluation"",16.36666666666667],PARAMETER[""Latitude_Of_Evaluation"",45.35],PARAMETER[""Inclination_North"",-0.007],PARAMETER[""Inclination_East"",-0.016],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""HVRS_1971_Height_To_EVRS_2000_Height_1"",SOURCECRS[VERTCRS[""HVRS_1971"",VDATUM[""Croatian_Vertical_Reference_System_1971""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-0.343,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",16.36666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",45.35,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",-0.007,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",-0.016,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Croatia - onshore","EPSG","7.5.8(10.1.0)","no","Croatia - onshore",42.34,46.54,13.43,19.43,0.1
5197,5197,"PE_VT_HVRS_1971_HT_TO_EVRF_2007_HT_1","HVRS_1971_Height_To_EVRF_2007_Height_1","VERTTRAN[""HVRS_1971_Height_To_EVRF_2007_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""HVRS_1971"",VDATUM[""Croatian_Vertical_Reference_System_1971""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-0.313],PARAMETER[""Longitude_Of_Evaluation"",16.36666666666667],PARAMETER[""Latitude_Of_Evaluation"",45.35],PARAMETER[""Inclination_North"",-0.016],PARAMETER[""Inclination_East"",-0.018],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""HVRS_1971_Height_To_EVRF_2007_Height_1"",SOURCECRS[VERTCRS[""HVRS_1971"",VDATUM[""Croatian_Vertical_Reference_System_1971""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-0.313,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",16.36666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",45.35,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",-0.016,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",-0.018,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Croatia - onshore","EPSG","7.5.8(10.1.0)","no","Croatia - onshore",42.34,46.54,13.43,19.43,0.1
5198,5198,"PE_VT_OOSTENDE_HT_TO_EVRS_2000_HT_1","Oostende_Height_To_EVRS_2000_Height_1","VERTTRAN[""Oostende_Height_To_EVRS_2000_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Oostende"",VDATUM[""Oostende""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-2.311],PARAMETER[""Longitude_Of_Evaluation"",4.766666666666667],PARAMETER[""Latitude_Of_Evaluation"",50.71666666666667],PARAMETER[""Inclination_North"",-0.016],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Oostende_Height_To_EVRS_2000_Height_1"",SOURCECRS[VERTCRS[""Oostende"",VDATUM[""Oostende""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-2.311,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",4.766666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",50.71666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",-0.016,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Belgium - onshore","EPSG","7.5.8(10.1.0)","no","Belgium - onshore",49.5,51.51,2.5,6.4,0.1
5199,5199,"PE_VT_OOSTENDE_HT_TO_EVRF_2007_HT_1","Oostende_Height_To_EVRF_2007_Height_1","VERTTRAN[""Oostende_Height_To_EVRF_2007_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Oostende"",VDATUM[""Oostende""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-2.317],PARAMETER[""Longitude_Of_Evaluation"",4.766666666666667],PARAMETER[""Latitude_Of_Evaluation"",50.71666666666667],PARAMETER[""Inclination_North"",-0.031],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Oostende_Height_To_EVRF_2007_Height_1"",SOURCECRS[VERTCRS[""Oostende"",VDATUM[""Oostende""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",-2.317,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",4.766666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",50.71666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",-0.031,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Belgium - onshore","EPSG","7.5.8(10.1.0)","no","Belgium - onshore",49.5,51.51,2.5,6.4,0.1
5200,5200,"PE_VT_BALTIC_1982_HT_TO_EVRF_2007_HT_1","Baltic_1982_Height_To_EVRF_2007_Height_1","VERTTRAN[""Baltic_1982_Height_To_EVRF_2007_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Baltic_1982"",VDATUM[""Baltic_1982""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.228],PARAMETER[""Longitude_Of_Evaluation"",25.37666666666667],PARAMETER[""Latitude_Of_Evaluation"",42.625],PARAMETER[""Inclination_North"",-0.009],PARAMETER[""Inclination_East"",-0.003],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Baltic_1982_Height_To_EVRF_2007_Height_1"",SOURCECRS[VERTCRS[""Baltic_1982"",VDATUM[""Baltic_1982""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.228,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",25.37666666666667,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",42.625,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",-0.009,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",-0.003,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Bulgaria - onshore","EPSG","7.5.8(10.1.0)","no","Bulgaria - onshore",41.24,44.23,22.36,28.68,0.1
5201,5201,"PE_VT_BALTIC_HT_TO_EVRS_2000_HT_4","Baltic_Height_To_EVRS_2000_Height_4","VERTTRAN[""Baltic_Height_To_EVRS_2000_Height_4"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Baltic"",VDATUM[""Baltic_Sea""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.116],PARAMETER[""Longitude_Of_Evaluation"",15.25],PARAMETER[""Latitude_Of_Evaluation"",49.91666666666666],PARAMETER[""Inclination_North"",0.036],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Baltic_Height_To_EVRS_2000_Height_4"",SOURCECRS[VERTCRS[""Baltic"",VDATUM[""Baltic_Sea""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.116,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",15.25,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",49.91666666666666,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",0.036,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Czech Republic","EPSG","7.5.8(10.1.0)","no","Czechia",48.58,51.06,12.09,18.86,0.1
5202,5202,"PE_VT_BALTIC_HT_TO_EVRF_2007_HT_1","Baltic_Height_To_EVRF_2007_Height_1","VERTTRAN[""Baltic_Height_To_EVRF_2007_Height_1"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""Baltic"",VDATUM[""Baltic_Sea""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.13],PARAMETER[""Longitude_Of_Evaluation"",15.25],PARAMETER[""Latitude_Of_Evaluation"",49.91666666666666],PARAMETER[""Inclination_North"",0.026],PARAMETER[""Inclination_East"",0.0],OPERATIONACCURACY[0.1]]","COORDINATEOPERATION[""Baltic_Height_To_EVRF_2007_Height_1"",SOURCECRS[VERTCRS[""Baltic"",VDATUM[""Baltic_Sea""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""EVRF_2007"",VDATUM[""European_Vertical_Reference_Frame_2007""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],PRIMEM[""Greenwich"",0.0,ANGLEUNIT[""Degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""Vertical_Offset_and_Slope""],PARAMETER[""Vertical_Offset"",0.13,LENGTHUNIT[""Meter"",1.0]],PARAMETER[""Longitude_Of_Evaluation"",15.25,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Latitude_Of_Evaluation"",49.91666666666666,ANGLEUNIT[""Degree"",0.0174532925199433]],PARAMETER[""Inclination_North"",0.026,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],PARAMETER[""Inclination_East"",0.0,ANGLEUNIT[""Arcsecond"",0.00000484813681109536]],OPERATIONACCURACY[0.1]]","Czech Republic","EPSG","7.5.8(10.1.0)","no","Czechia",48.58,51.06,12.09,18.86,0.1
